franchise,franchiseID,clientName,clientID,serviceLocation,streetNo,locationStreet,state,city,zip,contactName
Colorado Springs Pueblo,83,Colorado Cabinet Works,31637,"84 N. Dynamics Blvd.  PUEBLO WEST, CO 81007",84,N. Dynamics Blvd.,CO,PUEBLO WEST,81007.0,Greg Cozzolino
Colorado Springs Pueblo,83,PRS Flooring Supply & Distribution,7049,"3120 N El Paso St  COLORADO SPRINGS, CO 80907",3120,N El Paso St,CO,COLORADO SPRINGS,80907.0,John Hughes
Colorado Springs Pueblo,83,"Big R Holdings, Inc",12707,"100 Big R St  PUEBLO, CO 81001",100,Big R St,CO,PUEBLO,81001.0,Shawna Ausmus
Colorado Springs Pueblo,83,Western Fireplace Supply,38749,"1685 Paonia St.  COLORADO SPRINGS, CO 80915",1685,Paonia St.,CO,COLORADO SPRINGS,80915.0,Nick Compean
Colorado Springs Pueblo,83,MC Underground,5862,"7665 Red Granite Loop  COLORADO SPRINGS, CO 80939",7665,Red Granite Loop,CO,COLORADO SPRINGS,80939.0,Josh Schwarze
Colorado Springs Pueblo,83,Christofferson Commercial Builders,39474,"3239 Centennial Blvd.  COLORADO SPRINGS, CO 80907",3239,Centennial Blvd.,CO,COLORADO SPRINGS,80907.0,Andy Forshier
Colorado Springs Pueblo,83,Dahl Plumbing,19921,"4305 Sinton Rd.  COLORADO SPRINGS, CO 80907",4305,Sinton Rd.,CO,COLORADO SPRINGS,80907.0,Tee Smelser
Colorado Springs Pueblo,83,Trailer Source RV Center,39810,"4011 Sinton Rd.  COLORADO SPRINGS, CO 80907",4011,Sinton Rd.,CO,COLORADO SPRINGS,80907.0,Bart Chilton
Colorado Springs Pueblo,83,Apple Moving,39890,"3106 N. Stone Ave.  COLORADO SPRINGS, CO 80907",3106,N. Stone Ave.,CO,COLORADO SPRINGS,80907.0,Tim Fielding
Colorado Springs Pueblo,83,LKQ - Keystone Automotive,39988,"1727 Jet stream Dr  COLORADO SPRINGS, CO 80921",1727,Jet stream Dr,CO,COLORADO SPRINGS,80921.0,Blade Hall
Colorado Springs Pueblo,83,Bennett Holdings LLC,11840,"59 North Laser Drive  PUEBLO WEST, CO 81007",59,North Laser Drive,CO,PUEBLO WEST,81007.0,Augie Smith - old
Colorado Springs Pueblo,83,ServiceMaster Restore,40171,"702 Nichols Blvd.  COLORADO SPRINGS, CO 80907",702,Nichols Blvd.,CO,COLORADO SPRINGS,80907.0,Justin Egeler
Colorado Springs Pueblo,83,K Ventures LLC dba Regional Collision,40392,"1235 Valley St.  COLORADO SPRINGS, CO 80915",1235,Valley St.,CO,COLORADO SPRINGS,80915.0,Ken Kvols
Colorado Springs Pueblo,83,Hotel Rehabs,40393,"2875 Zeppelin  COLORADO SPRINGS, CO 80916",2875,Zeppelin,CO,COLORADO SPRINGS,80916.0,Dan Tully
Colorado Springs Pueblo,83,Midwest Garage Door,40433,"1125 N. Newport Rd., Suite 110  COLORADO SPRINGS, CO 80916",1125,"N. Newport Rd., Suite 110",CO,COLORADO SPRINGS,80916.0,Dewey Stewart
Colorado Springs Pueblo,83,The Garrett Companies,40414,"6867 Crest Hill View  COLORADO SPRINGS, CO 80918",6867,Crest Hill View,CO,COLORADO SPRINGS,80918.0,Dave Farley
Colorado Springs Pueblo,83,Iron mountain demolition,13509,"75 Talamine Court  COLORADO SPRINGS, CO 80907",75,Talamine Court,CO,COLORADO SPRINGS,80907.0,Patrick Meade
Colorado Springs Pueblo,83,YRC Freight,33842,"4810 Northpark Dr.  COLORADO SPRINGS, CO 80918",4810,Northpark Dr.,CO,COLORADO SPRINGS,80918.0,Mike Mirizio
Colorado Springs Pueblo,83,Pikes Peak Moving & Storage,40864,"30 Mount View Lane  COLORADO SPRINGS, CO 80907",30,Mount View Lane,CO,COLORADO SPRINGS,80907.0,Mike Mike
Colorado Springs Pueblo,83,Springs Mountain Water,41347,"4120 N. Nevada Ave.  COLORADO SPRINGS, CO 80907",4120,N. Nevada Ave.,CO,COLORADO SPRINGS,80907.0,Rick Baker
Colorado Springs Pueblo,83,First General Services,41501,"1625 Tuskegee Pl. #160  COLORADO SPRINGS, CO 80915",1625,Tuskegee Pl. #160,CO,COLORADO SPRINGS,80915.0,Randy Hedrick
Colorado Springs Pueblo,83,CC Restoration,40107,"1735 Jet Stream Dr  COLORADO SPRINGS, CO 80916",1735,Jet Stream Dr,CO,COLORADO SPRINGS,80916.0,Eileen Zarkovacki
Colorado Springs Pueblo,83,Arrow Moving & Storage,41636,"2885 Janitel Dr.  COLORADO SPRINGS, CO 80906",2885,Janitel Dr.,CO,COLORADO SPRINGS,80906.0,James Patterson
Colorado Springs Pueblo,83,Microchip,41796,"1150 E Cheyenne Mountain Blvd.  COLORADO SPRINGS, CO 80906",1150,E Cheyenne Mountain Blvd.,CO,COLORADO SPRINGS,80906.0,David Moravek
Colorado Springs Pueblo,83,Frontgrade,41591,"4350 Centennial Blvd.  COLORADO SPRINGS, CO 80907",4350,Centennial Blvd.,CO,COLORADO SPRINGS,80907.0,Michael Allen
Colorado Springs Pueblo,83,Kurt Manufacturing Company,14585,"32500 Excellence Ave.  PUEBLO, CO 81001",32500,Excellence Ave.,CO,PUEBLO,81001.0,Michael Sandoval
Colorado Springs Pueblo,83,Hammers Construction,42079,"165 Spectrum Loop  COLORADO SPRINGS, CO 80921",165,Spectrum Loop,CO,COLORADO SPRINGS,80921.0,Mike Fluegel
Colorado Springs Pueblo,83,Junk-N-Haul,42151,"3115 Glenarm Rd  COLORADO SPRINGS, CO 80911",3115,Glenarm Rd,CO,COLORADO SPRINGS,80911.0,Fred Tolerico
Colorado Springs Pueblo,83,Monster Fence Company,20650,"3630 N. Stone Ave.  COLORADO SPRINGS, CO 80907",3630,N. Stone Ave.,CO,COLORADO SPRINGS,80907.0,Mike Aycock
Colorado Springs Pueblo,83,ARC Thrift Stores Austin Bluffs,12494,"4402 Austin Bluffs Parkway  COLORADO SPRINGS, CO 80918",4402,Austin Bluffs Parkway,CO,COLORADO SPRINGS,80918.0,Annie Hovenic
Colorado Springs Pueblo,83,Hampton Holdings LLC,22139,"5525 erindale dr  COLORADO SPRINGS, CO 80918",5525,erindale dr,CO,COLORADO SPRINGS,80918.0,Peter Krzyzanowski
Colorado Springs Pueblo,83,Sovereign Plastics,42566,"880 Elkton Dr.  COLORADO SPRINGS, CO 80907",880,Elkton Dr.,CO,COLORADO SPRINGS,80907.0,Jeff Landers
Colorado Springs Pueblo,83,Alpine Lumber,42569,"3370 Drennan Industrial Loop S  COLORADO SPRINGS, CO 80910",3370,Drennan Industrial Loop S,CO,COLORADO SPRINGS,80910.0,Beau Janes
Colorado Springs Pueblo,83,Winnelson,42786,"725 Geiger Ct.  COLORADO SPRINGS, CO 80915",725,Geiger Ct.,CO,COLORADO SPRINGS,80915.0,Tim Grant
Colorado Springs Pueblo,83,MHC Colorado Springs - South,41638,"2215 Rand Ave.  COLORADO SPRINGS, CO 80906",2215,Rand Ave.,CO,COLORADO SPRINGS,80906.0,Mike Applegarth
Colorado Springs Pueblo,83,Boyd Lighting,5866,"1455 Vapor Trail  COLORADO SPRINGS, CO 80916",1455,Vapor Trail,CO,COLORADO SPRINGS,80916.0,Ron Merriam
Colorado Springs Pueblo,83,Ace Hardware Corporation,42881,"5520 Astrozon Blvd.  COLORADO SPRINGS, CO 80915",5520,Astrozon Blvd.,CO,COLORADO SPRINGS,80915.0,Kirk Mach
Colorado Springs Pueblo,83,Colorad Springs School District11 Transportation,39893,"5240 Geiger Blvd  COLORADO SPRINGS, CO 80915",5240,Geiger Blvd,CO,COLORADO SPRINGS,80915.0,Brian Kelly
Colorado Springs Pueblo,83,Lohmiller & Company (Carrier West),43074,"930 Newport Rd.  COLORADO SPRINGS, CO 80916",930,Newport Rd.,CO,COLORADO SPRINGS,80916.0,Mike Powers
Colorado Springs Pueblo,83,"Alcorn Construction, Inc.",43078,"950 Newport Rd.  COLORADO SPRINGS, CO 80916",950,Newport Rd.,CO,COLORADO SPRINGS,80916.0,Doug Viita
Colorado Springs Pueblo,83,EVRAZ,31754,"2100 N. Fwy Rd.  PUEBLO, CO 81004",2100,N. Fwy Rd.,CO,PUEBLO,81004.0,Alex Bechthold
Colorado Springs Pueblo,83,BlueSky Restoration,9826,"5355 Centennial Boulevard  COLORADO SPRINGS, CO 80919",5355,Centennial Boulevard,CO,COLORADO SPRINGS,80919.0,Jason White
Colorado Springs Pueblo,83,Gulfco Manufacturing,43188,"1 Atlas Ave  PUEBLO, CO 81001",1,Atlas Ave,CO,PUEBLO,81001.0,Brian Hickey
Colorado Springs Pueblo,83,Concepts In Millwork Inc,43230,"1490 Tuskegee Place  COLORADO SPRINGS, CO 80915",1490,Tuskegee Place,CO,COLORADO SPRINGS,80915.0,Miguel Federico
Colorado Springs Pueblo,83,HVAC Solutions Inc,42745,"655 Elkton Dr.  COLORADO SPRINGS, CO 80907",655,Elkton Dr.,CO,COLORADO SPRINGS,80907.0,Jonathan Shifrin
Colorado Springs Pueblo,83,Pilatus Management LLC,43341,"4401 Regent St  CASTLE ROCK, CO 80104",4401,Regent St,CO,CASTLE ROCK,80104.0,Charlie Marker
Colorado Springs Pueblo,83,Renewal By Andersen,6162,"5045 List Dr  COLORADO SPRINGS, CO 80919",5045,List Dr,CO,COLORADO SPRINGS,80919.0,Igor Nazarchuk
Colorado Springs Pueblo,83,Sunset Stone,43380,"702 Prairie Hawk Dr  CASTLE ROCK, CO 80109",702,Prairie Hawk Dr,CO,CASTLE ROCK,80109.0,Shannon Del Rio
Colorado Springs Pueblo,83,The Contents Company,20812,"4850 Northpark Dr  COLORADO SPRINGS, CO 80918",4850,Northpark Dr,CO,COLORADO SPRINGS,80918.0,Anthony Contrascere
Colorado Springs Pueblo,83,Quality Homes Construction,43866,"3680 Citadel Dr.  COLORADO SPRINGS, CO 80909",3680,Citadel Dr.,CO,COLORADO SPRINGS,80909.0,George Judson Jr.
Colorado Springs Pueblo,83,Southern Tire Mart,44043,"4050 CLUB MANOR DR  PUEBLO, CO 81008",4050,CLUB MANOR DR,CO,PUEBLO,81008.0,Dennis McKenzie
Colorado Springs Pueblo,83,Builders FirstSource - Lumber Division,16341,"2810 Capital Dr.  COLORADO SPRINGS, CO 80939",2810,Capital Dr.,CO,COLORADO SPRINGS,80939.0,Edward Hinojosa
Colorado Springs Pueblo,83,Builders First Source - Glass,25476,"2810 Capital Dr.  COLORADO SPRINGS, CO 80939",2810,Capital Dr.,CO,COLORADO SPRINGS,80939.0,Mike Groppi
Colorado Springs Pueblo,83,Paul Davis Restoration,44562,"7939 Red Granite Loop  COLORADO SPRINGS, CO 80939",7939,Red Granite Loop,CO,COLORADO SPRINGS,80939.0,Brent Cowell
Colorado Springs Pueblo,83,Homeowner,44566,"1210 E. Ivanhoe Dr  PUEBLO WEST, CO 81007",1210,E. Ivanhoe Dr,CO,PUEBLO WEST,81007.0,Jamie Martinez
Colorado Springs Pueblo,83,CS Wind America,44712,"100 Tower Rd  PUEBLO, CO 81004",100,Tower Rd,CO,PUEBLO,81004.0,Andy UNK
Colorado Springs Pueblo,83,ESTES Express Lines,41580,"110 Mount View Lane  COLORADO SPRINGS, CO 80907",110,Mount View Lane,CO,COLORADO SPRINGS,80907.0,Jeff Meadows
Colorado Springs Pueblo,83,Builders First Source - Lumber (Drennan),44941,"3250 Drennan Industrial Loop North  COLORADO SPRINGS, CO 80910",3250,Drennan Industrial Loop North,CO,COLORADO SPRINGS,80910.0,Matt Hummel
Colorado Springs Pueblo,83,OUT OF SERVICE,2148,"12345 any street dr  COLORADO SPRINGS, CO 80907",12345,any street dr,CO,COLORADO SPRINGS,80907.0,Carly Hellick
Colorado Springs Pueblo,83,Boreas Campers,45020,"3004 S Prairie Ave  PUEBLO, CO 81005",3004,S Prairie Ave,CO,PUEBLO,81005.0,Maggie Reichel
Colorado Springs Pueblo,83,Holman Group - Colorado Springs CO,7422,"2425 East Platte Place  COLORADO SPRINGS, CO 80909",2425,East Platte Place,CO,COLORADO SPRINGS,80909.0,Josh Axtman
Colorado Springs Pueblo,83,Safelite AutoGlass,7285,"4825 Centennial Blvd  COLORADO SPRINGS, CO 80919",4825,Centennial Blvd,CO,COLORADO SPRINGS,80919.0,Dave Savoy
Colorado Springs Pueblo,83,Peak Home Performance,45285,"1125 Aeroplaza Dr.  COLORADO SPRINGS, CO 80915",1125,Aeroplaza Dr.,CO,COLORADO SPRINGS,80915.0,Mike Gallegos
Colorado Springs Pueblo,83,Ferguson Enterprises - Residential Business Group,45301,"4875 Northpark Dr.  COLORADO SPRINGS, CO 80918",4875,Northpark Dr.,CO,COLORADO SPRINGS,80918.0,Jeremy Jamarillo
Colorado Springs Pueblo,83,Crump Construction Co,37786,"173 South Stardust Circle  PUEBLO WEST, CO 81007",173,South Stardust Circle,CO,PUEBLO WEST,81007.0,Gary Crump
Colorado Springs Pueblo,83,Colorado Living,44813,"3525 North Cascade Avenue  COLORADO SPRINGS, CO 80907",3525,North Cascade Avenue,CO,COLORADO SPRINGS,80907.0,Ryan Tuttle
Colorado Springs Pueblo,83,AmeriDri,45465,"30 Buchanan St #50E  COLORADO SPRINGS, CO 80907",30,Buchanan St #50E,CO,COLORADO SPRINGS,80907.0,Ben Stratman
Colorado Springs Pueblo,83,Pueblo West Storage,11460,"359 East Enterprise Drive  PUEBLO WEST, CO 81007",359,East Enterprise Drive,CO,PUEBLO WEST,81007.0,Josh Allison
Colorado Springs Pueblo,83,A&E Tire Inc,43641,"1795 N Main St  COLORADO SPRINGS, CO 80915",1795,N Main St,CO,COLORADO SPRINGS,80915.0,Mike Munrau
Colorado Springs Pueblo,83,Precision Garage Door of Colorado Springs - PDSCO228,43009,"761 Seedling Ct.  COLORADO SPRINGS, CO 80915",761,Seedling Ct.,CO,COLORADO SPRINGS,80915.0,Jayson Zortman
Colorado Springs Pueblo,83,Lighthouse Flooring,46503,"6120 Stadia Ct  COLORADO SPRINGS, CO 80915",6120,Stadia Ct,CO,COLORADO SPRINGS,80915.0,Uriah Uriah
Colorado Springs Pueblo,83,Elevate Lamdscapes,46388,"1560 Tuskegee Pl  COLORADO SPRINGS, CO 80915",1560,Tuskegee Pl,CO,COLORADO SPRINGS,80915.0,Joe Duran
Colorado Springs Pueblo,83,Century Communities,46680,"400 Millwall Circle  CASTLE PINES, CO 80108",400,Millwall Circle,CO,CASTLE PINES,80108.0,Chuck Moorman
Colorado Springs Pueblo,83,"Evergreen Devco, Inc.",43302,"1973  COLORADO SPRINGS, CO 80907",1973,,CO,COLORADO SPRINGS,80907.0,Travis McClure
Colorado Springs Pueblo,83,Complete Construction Services,47083,"7875 Silicone Heights  COLORADO SPRINGS, CO 80922",7875,Silicone Heights,CO,COLORADO SPRINGS,80922.0,Mike Call
Colorado Springs Pueblo,83,Cooper Heating & Cooling,47321,"4767 Town Center Point  COLORADO SPRINGS, CO 80916",4767,Town Center Point,CO,COLORADO SPRINGS,80916.0,Mike Gearhart
Colorado Springs Pueblo,83,Action Team Realty,47343,"4214 Kincannon Road  COLORADO SPRINGS, CO 80906",4214,Kincannon Road,CO,COLORADO SPRINGS,80906.0,Chris Morrison
Colorado Springs Pueblo,83,Colvin Builders,47378,"11545 Green Acres Lane  BLACK FOREST, CO 80908",11545,Green Acres Lane,CO,BLACK FOREST,80908.0,Kevin Colvin
Colorado Springs Pueblo,83,AirTech Mechanical,7256,"1944 AeroTech dr  COLORADO SPRINGS, CO 80916",1944,AeroTech dr,CO,COLORADO SPRINGS,80916.0,Walt Hall
Colorado Springs Pueblo,83,ARCO/Murray National Construction,47635,"1755 Telstar Drive  COLORADO SPRINGS, CO 80920",1755,Telstar Drive,CO,COLORADO SPRINGS,80920.0,John Lijoi
Colorado Springs Pueblo,83,Rusin,48020,"4004 Mark Dabling Blvd.  COLORADO SPRINGS, CO 80907",4004,Mark Dabling Blvd.,CO,COLORADO SPRINGS,80907.0,Ray Hiles
Colorado Springs Pueblo,83,Key Structures,48185,"319 Lockheed St.  PUEBLO, CO 81001",319,Lockheed St.,CO,PUEBLO,81001.0,D       Don Busby
Colorado Springs Pueblo,83,Aktore International,48554,"60 Greenhorn Dr.  PUEBLO, CO 81004",60,Greenhorn Dr.,CO,PUEBLO,81004.0,David Nunez
Jacksonville North,39,CHEP Services - Jacksonville 2,6148,"3509 Port Jacksonville Pkwy  JACKSONVILLE, FL 32226",3509,Port Jacksonville Pkwy,FL,JACKSONVILLE,32226.0,Melissa Ferreere
Jacksonville North,39,Guardian Cable Systems,32646,"1310 Harbor Road  GREEN COVE SPRINGS, FL 32043",1310,Harbor Road,FL,GREEN COVE SPRINGS,32043.0,Shane Fansler
Jacksonville North,39,Aadvantage Relocation,3151,"550 Gun Club Road  JACKSONVILLE, FL 32218",550,Gun Club Road,FL,JACKSONVILLE,32218.0,Michael McNeil
Jacksonville North,39,Presto Plumbing,21352,"3383 West Beaver St.  JACKSONVILLE, FL 32254",3383,West Beaver St.,FL,JACKSONVILLE,32254.0,Deborah
Jacksonville North,39,Otis Elevator,37865,"6602 Executive Park Ct N, Suite 205  JACKSONVILLE, FL 32216",6602,"Executive Park Ct N, Suite 205",FL,JACKSONVILLE,32216.0,Michael Davis
Jacksonville North,39,Donovan Marine,5760,"5061 Shawland Road  JACKSONVILLE, FL 32254",5061,Shawland Road,FL,JACKSONVILLE,32254.0,Chris Cantu
Jacksonville North,39,JB Hunt Transport,18420,"13910 Alvarez Rd.  JACKSONVILLE, FL 32218",13910,Alvarez Rd.,FL,JACKSONVILLE,32218.0,JB Hunt Group
Jacksonville North,39,Barcardi,28231,"3559 Port Jacksonville Pkwy  JACKSONVILLE, FL 32226",3559,Port Jacksonville Pkwy,FL,JACKSONVILLE,32226.0,Dena Dayton
Jacksonville North,39,Vigneaux,28537,"5863 W Beaver St  JACKSONVILLE, FL 32254",5863,W Beaver St,FL,JACKSONVILLE,32254.0,Brian T Davis
Jacksonville North,39,Custom Wholesale Floors,18293,"2655 N Dawin Rd  JACKSONVILLE, FL 32207",2655,N Dawin Rd,FL,JACKSONVILLE,32207.0,Chris McGuire
Jacksonville North,39,South East Towers,20007,"11202 St. Johns Industrial Parkway North  JACKSONVILLE, FL 32246",11202,St. Johns Industrial Parkway North,FL,JACKSONVILLE,32246.0,Darrick
Jacksonville North,39,Baymeadows Moving and Storage,8169,"6419-1 Phillips Hwy  JACKSONVILLE, FL 32216",6419-1,Phillips Hwy,FL,JACKSONVILLE,32216.0,Dispatch Dispatch
Jacksonville North,39,BP Environmental - West Shore Homes/Jacksonville,33257,"1333 Tradeport Drive  JACKSONVILLE, FL 32218",1333,Tradeport Drive,FL,JACKSONVILLE,32218.0,Jeff Wendig
Jacksonville North,39,Advanced Wheel Sales,37708,"1200 N Ellis Rd, #4  JACKSONVILLE, FL 32254",1200,"N Ellis Rd, #4",FL,JACKSONVILLE,32254.0,Eric Brooks
Jacksonville North,39,T&C Industries,1540,"8215 Westside Industrial Drive, Unit 200  JACKSONVILLE, FL 32219",8215,"Westside Industrial Drive, Unit 200",FL,JACKSONVILLE,32219.0,Caleb Belanger
Jacksonville North,39,Raintree Graphics,22115,"5921 Richard St  JACKSONVILLE, FL 32216",5921,Richard St,FL,JACKSONVILLE,32216.0,Cindy Kinnear
Jacksonville North,39,Arrowhead Engineered Products,25797,"2737 Ignition Dr  JACKSONVILLE, FL 32218",2737,Ignition Dr,FL,JACKSONVILLE,32218.0,Shane Lew
Jacksonville North,39,Winlectric,7829,"114 Park Street  JACKSONVILLE, FL 32204",114,Park Street,FL,JACKSONVILLE,32204.0,Chris Wright
Jacksonville North,39,Air Van Inc,15278,"11070 Cabot Commerce Circle  JACKSONVILLE, FL 32226",11070,Cabot Commerce Circle,FL,JACKSONVILLE,32226.0,Scott Perry
Jacksonville North,39,Flat Glass Distributors,2695,"5355 Shawland Road  JACKSONVILLE, FL 32254",5355,Shawland Road,FL,JACKSONVILLE,32254.0,Ron Rein
Jacksonville North,39,Closet Factory - Jacksonville,22082,"2628 Port Industrial Dr, Unit 703  JACKSONVILLE, FL 32226",2628,"Port Industrial Dr, Unit 703",FL,JACKSONVILLE,32226.0,Marty Flores
Jacksonville North,39,Consolidated Electrical Distributors,3148,"2068 Edison Avenue  JACKSONVILLE, FL 32204",2068,Edison Avenue,FL,JACKSONVILLE,32204.0,Richard Telfair
Jacksonville North,39,American Metal Supply,7316,"2000 Lewis Industrial Drive  JACKSONVILLE, FL 32254",2000,Lewis Industrial Drive,FL,JACKSONVILLE,32254.0,Kenny Wiggins
Jacksonville North,39,Metal Sales,32304,"7110 Stuart Ave  JACKSONVILLE, FL 32254",7110,Stuart Ave,FL,JACKSONVILLE,32254.0,Aaron Marietta
Jacksonville North,39,World Construction,22053,"6005 Powers Avenue  JACKSONVILLE, FL 32217",6005,Powers Avenue,FL,JACKSONVILLE,32217.0,Garry Cofer
Jacksonville North,39,Premier Outdoor,24468,"4827 Phillips Hwy  JACKSONVILLE, FL 32207",4827,Phillips Hwy,FL,JACKSONVILLE,32207.0,Erica David
Jacksonville North,39,West Rock,34389,"1400 Tradeport Drive  JACKSONVILLE, FL 32218",1400,Tradeport Drive,FL,JACKSONVILLE,32218.0,Craig Schuster
Jacksonville North,39,Southern Recreation,28431,"4060 Edison Ave  JACKSONVILLE, FL 32254",4060,Edison Ave,FL,JACKSONVILLE,32254.0,Terry Rogers
Jacksonville North,39,Tradewinds Climate Systems,22447,"1750 Airport Rd  JACKSONVILLE, FL 32218",1750,Airport Rd,FL,JACKSONVILLE,32218.0,Bill Ball
Jacksonville North,39,RTC Jacksonville East - 1711,38948,"11430 New Berlin Rd  JACKSONVILLE, FL 32226",11430,New Berlin Rd,FL,JACKSONVILLE,32226.0,Laura Henk
Jacksonville North,39,Alpha Foundations,27314,"55 Industrial Loop Drive North  ORANGE PARK, FL 32073",55,Industrial Loop Drive North,FL,ORANGE PARK,32073.0,Brett Stanaland
Jacksonville North,39,SunPro Solar - Jacksonville,21888,"6602 Executive Park Ct N, Suite 207-208  JACKSONVILLE, FL 32216",6602,"Executive Park Ct N, Suite 207-208",FL,JACKSONVILLE,32216.0,Michael Herrington
Jacksonville North,39,Sarah Furniture,33053,"3811 University Blvd West, #4  JACKSONVILLE, FL 32217",,,,,,Eddie Awad
Jacksonville North,39,Red Oak Logistics,17259,"4831 Bulls Bay Highway  JACKSONVILLE, FL 32219",4831,Bulls Bay Highway,FL,JACKSONVILLE,32219.0,Toni Carter
Jacksonville North,39,Habijax,5702,"2404 Hubbard Street  JACKSONVILLE, FL 32206",2404,Hubbard Street,FL,JACKSONVILLE,32206.0,Tom Cassaro
Jacksonville North,39,Cintas,39105,"1595 Transport Ct  JACKSONVILLE, FL 32218",1595,Transport Ct,FL,JACKSONVILLE,32218.0,Clee Ezell
Jacksonville North,39,Hellava Good Deal,39192,"3811 University Blvd, Suite 23  JACKSONVILLE, FL 32217",3811,"University Blvd, Suite 23",FL,JACKSONVILLE,32217.0,Jason Helluva
Jacksonville North,39,"Midtown Centre Office, LLC",10858,"1809 Art Museum Drive  JACKSONVILLE, FL 32207",1809,Art Museum Drive,FL,JACKSONVILLE,32207.0,Sherron Jones
Jacksonville North,39,Vista Products,28070,"8801 Corporate Square Ct  JACKSONVILLE, FL 32216",8801,Corporate Square Ct,FL,JACKSONVILLE,32216.0,Matthew Cline
Jacksonville North,39,New Market Waste/McKesson - 213 (CS006604),39857,"4815 Executive Park Ct  JACKSONVILLE, FL 32216",4815,Executive Park Ct,FL,JACKSONVILLE,32216.0,Jaye Sablon
Jacksonville North,39,JWT trucking,39406,"5100 Pickett Dr  JACKSONVILLE, FL 32219",5100,Pickett Dr,FL,JACKSONVILLE,32219.0,Jake Wood
Jacksonville North,39,**Williams Sonoma,39931,"4259 Perimeter Industrial Parkway West  JACKSONVILLE, FL 32219",4259,Perimeter Industrial Parkway West,FL,JACKSONVILLE,32219.0,Azara Yoza
Jacksonville North,39,New Market Waste/McKesson - 104 (006668),39858,"8100 Westside Industrial Dr  JACKSONVILLE, FL 32219",8100,Westside Industrial Dr,FL,JACKSONVILLE,32219.0,Levi Shannon
Jacksonville North,39,Mattress Makers USA,31517,"7660 Gainesville Ave  JACKSONVILLE, FL 32208",7660,Gainesville Ave,FL,JACKSONVILLE,32208.0,Brandon Turner
Jacksonville North,39,Florida Hardware,28437,"436 Cassat Ave  JACKSONVILLE, FL 32254",436,Cassat Ave,FL,JACKSONVILLE,32254.0,Dennis Perron
Jacksonville North,39,USPS,19493,"10089 North Main Street  JACKSONVILLE, FL 32218",10089,North Main Street,FL,JACKSONVILLE,32218.0,Cynthea Boyson
Jacksonville North,39,Kitchen USA,40175,"6965 Philips Hwy  JACKSONVILLE, FL 32216",6965,Philips Hwy,FL,JACKSONVILLE,32216.0,Haley Dapprich
Jacksonville North,39,Reads Moving Systems,12673,"6411 Phillips Hwy  JACKSONVILLE, FL 32216",6411,Phillips Hwy,FL,JACKSONVILLE,32216.0,Jim Dix
Jacksonville North,39,Paul Davis,40490,"2111 N Liberty St  JACKSONVILLE, FL 32206",2111,N Liberty St,FL,JACKSONVILLE,32206.0,Randall Minor
Jacksonville North,39,Hughes Supply,2697,"5501 Commonwealth Avenue  JACKSONVILLE, FL 32254",5501,Commonwealth Avenue,FL,JACKSONVILLE,32254.0,Antwain Tomlin
Jacksonville North,39,48Forty,40664,"5402 W 1st St  JACKSONVILLE, FL 32254",5402,W 1st St,FL,JACKSONVILLE,32254.0,Robert Collier
Jacksonville North,39,RTC Jacksonville - 1705,20941,"5175 West Beaver Street  JACKSONVILLE, FL 32254",5175,West Beaver Street,FL,JACKSONVILLE,32254.0,Chuck Selby
Jacksonville North,39,AJC and Eagle Logistics,15437,"11084 Cabot Commerce Circle Building 4 Suite 100  JACKSONVILLE, FL 32226",11084,Cabot Commerce Circle Building 4 Suite 100,FL,JACKSONVILLE,32226.0,Dion Worthen
Jacksonville North,39,Skypaxxx,15348,"2155 Ellis Rd N #1  JACKSONVILLE, FL 32254",2155,Ellis Rd N #1,FL,JACKSONVILLE,32254.0,Nicole Lockhart
Jacksonville North,39,American Building Supply,17592,"75 Industrial Loop South Suite B  ORANGE PARK, FL 32073",75,Industrial Loop South Suite B,FL,ORANGE PARK,32073.0,John Baldridge
Jacksonville North,39,United Marble Granite and Tile,36844,"4051 Philips Hwy, Suite 8  JACKSONVILLE, FL 32207",4051,"Philips Hwy, Suite 8",FL,JACKSONVILLE,32207.0,Jacob Kilic
Jacksonville North,39,Hilex Poly,17369,"500 Ellis Road N  JACKSONVILLE, FL 32254",500,Ellis Road N,FL,JACKSONVILLE,32254.0,Heath Yohey
Jacksonville North,39,Tom Nehl,15608,"417 Edgewood Ave S  JACKSONVILLE, FL 32254",417,Edgewood Ave S,FL,JACKSONVILLE,32254.0,Gerald Garcia
Jacksonville North,39,RWFS - Jacksonville,37614,"2725 College St  JACKSONVILLE, FL 32205",2725,College St,FL,JACKSONVILLE,32205.0,Stephanie Warr
Jacksonville North,39,Miami Warehouse Logistics,42305,"330 Stevens St  JACKSONVILLE, FL 32254",330,Stevens St,FL,JACKSONVILLE,32254.0,Abraham Rivera
Jacksonville North,39,Florida Home Air Conditioning,32668,"4211 Emerson St  JACKSONVILLE, FL 32207",4211,Emerson St,FL,JACKSONVILLE,32207.0,Brandon Griffis
Jacksonville North,39,Metropolitan Warehouse,42742,"2280 Lane Ave N  JACKSONVILLE, FL 32254",2280,Lane Ave N,FL,JACKSONVILLE,32254.0,Ken Spencer
Jacksonville North,39,Exact Inc,6267,"5285 Ramona Blvd.  JACKSONVILLE, FL 32205",5285,Ramona Blvd.,FL,JACKSONVILLE,32205.0,Justin McCullough
